ko,en
당신의 나라에서는 한류 열풍이 부나요?,How is the Korean culture in your country?
당신의 그곳에서 최고의 사육자 중의 한 사람입니다.,You are one of the best breeders there.
이수하고 있는 전공 과정 2가지를 명명하세요.,Identify two major courses you are studying.
나는 얼굴이 작고 둥그스름해요.,The face is small and round.
"보통 0부터 9까지의 수와 A에서 F까지의 로마 문자를 사용하고, 이때 대소문자는 구별하지 않습니다.","Usually used from 0 to 9, and from A to F, Roman characters, and this is not distinguishable from non-linear characters."
이것은 기억해야 할 이야기에요.,This is a story to remember.
바빠서 저만의 시간이 전혀 없어요.,I'm so busy that I have no time for myself.
내 휴대폰에 돈이 없었습니다.,I didn't have money on my phone.
저는 이력서 준비로 수업을 들을 수가 없었습니다.,I couldn't take the class because I didn't prepare my resume.
유용한 확장 프로그램으로 추천해 드릴 프로그램 중 첫 번째는 '모멘텀'입니다.,The first program I recommend as a useful extension is 'Momentum'.
요즘 한국경제가 많이 좋지 않습니다.,The Korean economy is not good these days.
우선 나는 그의 유창한 영어 실력에 정말 놀랐다.,"First of all, I was amazed at his fluent English skills."
우리는 아침에 깨서 세수해요.,We wash our faces in the morning.
나는 나 자신을 위해 살아갈 거에요.,I will live for myself.
"나는 윈도7, 8, 10에서 모두 확인했지만 동일하게 실행되지 않습니다.","I checked all in Windows 7, 8, and 10 but it didn't run the same."
나는 보스가 벌금을 냈는지 안 냈는지 알고 싶다.,I want to know whether Boss has paid the fine or not.
우리는 굉장히 민망하고 죄송해요.,We are very embarrassed and sorry.
사용해본 적 없는 플랫폼은 '사용 경험 없음'에 체크해주세요.,"If you don't have experience with the platform, please check 'absence of experience'."
내 집을 지어서 살아가는 거야.,It's to build my house and live in it.
또한 핸드폰으로 문자 메시지와 음성 통화가 가능합니다.,You can also send a text message and a voice call through your cellphone.
그녀는 지금 바로 사무실에서 나가셨는데요.,She's out of the office right now.
그리고 박스에 컬러 인쇄 가능한가요?,"Also, is it possible to print the color on the box?"
신포국제시장은 버스 이용이 간편해요.,It's easy to get to Shinpo International Market by bus.
너 너겟은 맛있게 먹은 거니?,Did you eat the noodle deliciously?
"또, 진정한 친구는 풍요를 더욱 빛나게 해요.","Likewise, a true friend makes the wealth shine."
당신과 시간을 언제쯤 가질 수 있나요?,When can I have time with you?
인생에 단 한 번뿐이라는 떨림을 당신과 함께해서 고마웠어요.,It was a tremendous hug with you for the first time in my life.
100% 금액을 지급하고 연락드리겠습니다.,We will pay you the full amount and contact you.
가족들 모두 서로 사랑이 넘칩니다.,The family is full of love.
우리 회사의 배송기간은 두 달이에요.,The delivery period of our company is 2 months.
또한 우리는 바코드 라벨을 사용하지 않아요.,"Also, we don't use barcode labels."
"얘들아, 다치지 않도록 조심해서 놀아.","People, play safe so you don't get hurt."
당신은 대금을 지급받은 지 20일이 지나서야 배송을 시작하였습니다.,You started shipping after 20 days after you received the payment.
멋진 여름 휴가를 완성해줄 수영복을 선택하세요.,You choose the swimsuit that will complete your summer vacation.
나는 네가 회사를 그만둬야 할 것 같다고 생각해.,I think you should quit your job.
마지막으로 건축 관련된 봉사활동을 하고 싶어요.,"Lastly, I want to do volunteer work related to architecture."
과정이 적절해야 올바른 열정이라 할 수 있어.,You can say that it is the right passion because the process is appropriate.
일부는 이슬람교를 평화의 종교라고 주장해요.,Some call Islam a religion of peace.
모두 젓가락으로 식사를 하고 주식은 쌀이에요.,They all eat with chopsticks and their main food is rice.
욕망을 충족시켜야만 행복해 질 수 있다는 생각은 잠시 모퉁이 구석에 쳐박아두자.,"With the thought of being happy only when we satisfy our desires, let's put it to the corner of the corner."
내 전공은 임학이고 취미는 딱히 없어.,My major is mathematics and I have no hobbies.
문화의 차이는 많은 부분에서 발생합니다.,The cultural difference occurs in many parts.
내가 연구소에 입사했을 때는 3년 전입니다.,It was 3 years ago when I joined the laboratory.
나는 그 집에서 오래 살 수 있습니다.,I can live in that house for a long time.
범죄기록 없고 고등교육 수료장 있고 외국인신분증 카드 필요하다. 브라질에 있으려면.,"With no criminal record and a certificate of high school diploma, I need a foreigner ID card to stay in Brazil."
당신이 제일 많이 생각하는 게 무엇인가요?,What do you think the most?
104 bin 숫자가 사용 가능한 지 체크해달라.,Please check if the number 104 bin is available.
자전거를 이용할 경우 이동 경로는 총 4.4km이며 약 18분 정도가 소요됩니다.,"With a bicycle, the total distance is 4.4 km and takes about 18 minutes."
당신의 보너스와 퇴직금은 퇴직 후 2주 이내에 급여계좌로 지급될 예정입니다.,Your bonus and salary will be paid to your account within 2 weeks after your retirement.
나는 수업을 듣고 싶지 않았어.,I didn't want to take the class.
그 이유는 전 세계가 하나의 국가처럼 발전하기 때문입니다.,The reason is that the whole world is developing like a nation.
요즘에는 운전할 때 핸드폰을 만지지 않고 운전하고 있습니다.,They drive without touching their cellphones when they drive nowadays.
숙박비만으로 돈이 상당히 나가겠는데요.,It will cost quite a lot for the accommodation.
그가 전 여자친구와 만났다는 사실을 안 후에야 깨달았다.,"After I found out that he met my ex-girlfriend, I realized it."
"우리는 왕갈비, 돼지갈비 등을 판매해요.","We sell king ribs, pork ribs and so on."
오늘 우리 도장에서 2016년도 주장선발전을 했는데 내가 연임하게 되었어요.,This is my first time to work in the department since I've been in charge for the last year of 2016.
영상으로 보여드릴 텐데 다 보고 질문하나 던질 겁니다.,We will show you the video and ask you a question.
남편과 함께 꼭 치과에 가보셔야 돼요.,You should go to the dentist with your husband.
그리고 중요한 것은 불을 끌 때 바람을 등지고 해야 합니다.,The important thing is that you have to keep the wind in the air when you turn the fire.
다음 주에 선적하기 위해서는 금주 중으로 도착해야 합니다.,You have to arrive in the middle of the week to ship it next week.
내 주변엔 항상 친구가 많았습니다.,I always had a lot of friends around me.
2014년도에는 토플 점수를 위해 영어 공부를 했어요.,"This year, I studied English for my TOEFL score."
수분 증발을 차단해주어 보습력을 유지해주고 피부 방어막을 생성합니다.,It prevents moisture evaporation and maintains moisturiness and creates a protective layer on the skin.
어른이 되었을 때 나의 모습이 기대된다.,"When I become an adult, I am looking forward to my appearance."
순희가 우리 집에 올 거예요.,Sunghee will come to my house.
모든 게 다 변해도 우리는 변하지 말아요.,"With everything changing, we shouldn't change."
당사자 간 관심 분야를 시행하기 위해 합의서를 입안 및 체결할 수 있습니다.,You can enter and conclude the agreement to implement the field of interest among the parties.
저는 이것이 학생들에게 긍정적인 호기심과 열정을 불러일으켜줄 것이라고 생각합니다.,I think it will bring students a positive curiosity and passion.
당신은 세상에 하나뿐인 나의 공주님입니다.,You are the only princess in the world.
나는 항상 너를 유혹할 거야.,I will always tempt you.
나는 사무실에 너무 오래 있다 보니 지겨워.,I'm bored because I've been in the office for too long.
오늘을 기준으로 한 상황입니다.,This is the situation based on today.
다시 한번 확인해보시고 사진과 함께 이메일을 보내주세요.,Please check it once again and send me an email with the picture.
우린 처음 이야기하고 있어요.,We are talking for the first time.
위치가 가까우면 저는 통근 시간을 절약할 수 있습니다.,"The location is close, so I can save my commuting time."
그 남자 나한테 꽃 주려고 그렇게 멋지게 입고 온 거야?,Did he dress so nicely to give me a flower?
